id,name
5495,"Earth Attunement"
5496,"Drake's Breath"
5497,"Flamewall"
5500,"Stone Shards"
5501,"Meteor Shower"
5502,"Glyph of Lesser Elementals"
5503,"Signet of Restoration"
5504,"Discharge Lightning"
5505,"Grasping Earth"
5506,"Glyph of Elemental Power"
5507,"Ether Renewal"
5508,"Flamestrike"
5510,"Water Trident"
5515,"Frozen Ground"
5516,"Conjure Fiery Greatsword"
5517,"Fiery Rush"
5518,"Chain Lightning"
5519,"Stoning"
5520,"Frost Aura"
5521,"Obsidian Flesh"
5522,"Churning Earth"
5525,"Ring of Earth"
5526,"Arc Lightning"
5527,"Shocking Aura"
5528,"Eruption"
5529,"Ride the Lightning"
5530,"Swirling Winds"
5531,"Firestorm"
5532,"Flame Wave"
5533,"Fiery Eruption"
5534,"Tornado"
5535,"Cleansing Fire"
5536,"Lightning Flash"
5537,"Cone of Cold"
5538,"Shatterstone"
5539,"Arcane Blast"
5540,"Conjure Flame Axe"
5541,"Lava Axe"
5542,"Signet of Fire"
5546,"Conjure Earth Shield"
5547,"Magnetic Surge"
5548,"Lava Font"
5549,"Water Blast"
5550,"Ice Spike"
5551,"Healing Rain"
5552,"Lightning Surge"
5553,"Gust"
5554,"Mist Form"
5555,"Magnetic Wave"
5556,"Freezing Gust"
5557,"Fire Grab"
5558,"Cleansing Wave"
5559,"Earthen Rush"
5561,"Lightning Strike"
5562,"Gale"
5564,"Vapor Form"
5566,"Steam"
5567,"Conjure Frost Bow"
5568,"Frost Fan"
5569,"Glyph of Elemental Harmony"
5570,"Signet of Water"
5571,"Signet of Earth"
5572,"Signet of Air"
5573,"Glyph of Renewal"
5593,"Explosive Lava Axe"
5595,"Water Arrow"
5597,"Boil"
5598,"Magma Orb"
5599,"Lava Chains"
5600,"Heat Wave"
5602,"Whirlpool"
5603,"Whirlpool"
5604,"Water Missile"
5605,"Ice Globe"
5606,"Ice Wall"
5607,"Tidal Wave"
5608,"Water Fist"
5609,"Stone Kick"
5610,"Steam Vent"
5621,"Shield Smack"
5623,"Fortify"
5624,"Conjure Lightning Hammer"
5625,"Lightning Leap"
5635,"Arcane Echo"
5638,"Arcane Wave"
5639,"Armor of Earth"
5641,"Arcane Shield"
5644,"Burning Speed"
5646,"Convergence"
5648,"Air Bubble"
5650,"Lightning Cage"
5652,"Air Pocket"
5653,"Vacuum"
5655,"Electrocute"
5656,"Forked Lightning"
5657,"Rock Blade"
5658,"Rock Spray"
5659,"Rock Anchor"
5661,"Murky Water"
5662,"Magnetic Current"
5666,"Glyph of Elementals"
5671,"Static Field"
5675,"Phoenix"
5678,"Fire Shield"
5679,"Flame Burst"
5680,"Burning Retreat"
5681,"Geyser"
5682,"Windborne Speed"
5683,"Unsteady Ground"
5685,"Magnetic Aura"
5686,"Shock Wave"
5687,"Updraft"
5690,"Earthquake"
5691,"Ring of Fire"
5692,"Dragon's Tooth"
5693,"Ice Shards"
5694,"Blinding Flash"
5695,"Rock Barrier"
5696,"Dust Devil"
5697,"Fiery Whirl"
5717,"Burning Retreat"
5718,"Ring of Fire"
5719,"Flame Leap"
5720,"Frost Volley"
5721,"Deep Freeze"
5723,"Frost Storm"
5725,"Invoke Lightning"
5726,"Lightning Swing"
5727,"Static Swing"
5728,"Thunderclap"
5732,"Static Field"
5733,"Wind Blast"
5734,"Glyph of Storms"
5735,"Ice Storm"
5736,"Firestorm"
5737,"Lightning Storm"
5738,"Sandstorm"
5746,"Crippling Shield"
5747,"Magnetic Shield"
5748,"Undercurrent"
5752,"Electrified Tornado"
5753,"Dust Tornado"
5754,"Debris Tornado"
5760,"Renewal of Air"
5761,"Renewal of Earth"
5762,"Renewal of Fire"
5763,"Renewal of Water"
5780,"Hurl"
5782,"Geyser"
5792,"Blinding Flash"
5793,"Cleansing Wave"
5794,"Flame Burst"
5795,"Shock Wave"
5802,"Med Kit"
5805,"Grenade Kit"
5806,"Poison Grenade"
5807,"Shrapnel Grenade"
5808,"Flash Grenade"
5809,"Freeze Grenade"
5810,"Grenade Barrage"
5811,"Personal Battering Ram"
5812,"Bomb Kit"
5813,"Big Ol' Bomb"
5818,"Rifle Turret"
5820,"Throw Junk"
5821,"Elixir B"
5822,"Galvanic Bomb"
5823,"Fire Bomb"
5824,"Smoke Bomb"
5825,"Slick Shoes"
5827,"Fragmentation Shot"
5828,"Poison Dart Volley"
5829,"Static Shot"
5830,"Glue Shot"
5831,"Blowtorch"
5832,"Elixir X"
5834,"Elixir H"
5836,"Flame Turret"
5837,"Net Turret"
5838,"Thumper Turret"
5842,"Bomb"
5857,"Healing Turret"
5860,"Elixir C"
5861,"Elixir S"
5862,"Elixir U"
5865,"Utility Goggles"
5867,"Toss Elixir R"
5868,"Supply Crate"
5874,"Automatic Fire"
5882,"Grenade"
5889,"Thump"
5893,"Electrified Net"
5900,"Smoke Screen"
5904,"Tool Kit"
5905,"Pry Bar"
5910,"Rocket Boots"
5912,"Rocket Turret"
5913,"Explosive Rockets"
5916,"Floating Mine"
5917,"Anchor"
5918,"Buoy"
5927,"Flamethrower"
5928,"Flame Jet"
5929,"Napalm"
5930,"Air Blast"
5931,"Flame Blast"
5933,"Elixir Gun"
5934,"Tranquilizer Dart"
5935,"Glob Shot"
5936,"Acid Bomb"
5937,"Super Elixir"
5957,"Detonate Rifle Turret"
5960,"Detonate Thumper Turret"
5961,"Detonate Healing Turret"
5962,"Grappling Line"
5963,"Booby Trap"
5965,"Fumigate"
5966,"Healing Mist"
5967,"Toss Elixir B"
5968,"Elixir R"
5969,"Toss Elixir C"
5970,"Toss Elixir U"
5972,"Toss Elixir S"
5973,"Superspeed"
5978,"Toss Elixir H"
5980,"Cleansing Burst"
5982,"Launch Personal Battering Ram"
5983,"Rocket Kick"
5984,"Detonate Net Turret"
5985,"Detonate Flame Turret"
5987,"Flame Turret"
5988,"Net Turret"
5989,"Rifle Turret"
5990,"Thumper Turret"
5991,"Rocket Turret"
5992,"Smack"
5993,"Whack"
5994,"Thwack"
5995,"Box of Nails"
5996,"Magnet"
5998,"Gear Shield"
5999,"Throw Wrench"
6003,"Rifle Burst"
6004,"Net Shot"
6005,"Jump Shot"
6020,"Grenade Kit"
6046,"Super Elixir"
6047,"Elixir F"
6048,"Tranquilizer Dart"
6050,"Lesser Grenade Barrage"
6053,"Magnetic Shield"
6054,"Static Shield"
6057,"Throw Shield"
6077,"Toss Elixir C"
6078,"Detonate Elixir C"
6082,"Detonate Elixir B"
6084,"Detonate Elixir S"
6086,"Detonate Elixir R"
6088,"Detonate Elixir U"
6089,"Toss Elixir U"
6090,"Toss Elixir S"
6091,"Toss Elixir R"
6092,"Toss Elixir B"
6093,"Harpoon Turret"
6097,"Detonate Harpoon Turret"
6098,"Automatic Fire"
6102,"Super Elixir"
6104,"Super Elixir"
6109,"Stow Med Kit"
6110,"Stow Grenade Kit"
6111,"Stow Bomb Kit"
6113,"Stow Tool Kit"
6114,"Stow Flamethrower"
6115,"Stow Elixir Gun"
6118,"Toss Elixir H"
6119,"Detonate Elixir H"
6126,"Magnetic Inversion"
6134,"Detonate Rocket Turret"
6140,"Healing Turret"
6145,"Net Wall"
6147,"Scatter Mines"
6148,"Homing Torpedo"
6149,"Timed Charge"
6153,"Blunderbuss"
6154,"Overcharged Shot"
6159,"Smoke Vent"
6161,"Throw Mine"
6162,"Detonate"
6163,"Deploy Mine"
6164,"Mine Field"
6166,"Detonate Mine Field"
6167,"Poison Grenade"
6168,"Freeze Grenade"
6169,"Flash Grenade"
6170,"Shrapnel Grenade"
6171,"Grenade"
6172,"Grenade Barrage"
6175,"Box of Piranhas"
6176,"Regenerating Mist"
6177,"Rocket"
6178,"Surprise Shot"
6179,"Net Attack"
6180,"Rumble"
6181,"Throw Napalm"
6182,"Harpoon"
6183,"Supply Crate"
9080,"Leap of Faith"
9081,"Whirling Wrath"
9082,"Shield of Wrath"
9083,"""Receive the Light!"""
9084,"""Advance!"""
9085,"""Save Yourselves!"""
9086,"Protector's Strike"
9087,"Shield of Judgment"
9088,"Cleansing Flame"
9089,"Zealot's Fire"
9090,"Symbol of Punishment"
9091,"Shield of Absorption"
9093,"Bane Signet"
9095,"Symbol of Judgment"
9096,"Wave of Light"
9097,"Symbol of Blades"
9098,"Orb of Wrath"
9099,"Chains of Light"
9101,"Lesser Smite Condition"
9102,"Shelter"
9104,"Zealot's Flame"
9105,"Sword of Wrath"
9106,"Sword Arc"
9107,"Zealot's Defense"
9108,"Faithful Strike"
9109,"True Strike"
9110,"Pure Strike"
9111,"Symbol of Faith"
9112,"Ray of Judgment"
9115,"Virtue of Justice"
9118,"Virtue of Courage"
9120,"Virtue of Resolve"
9122,"Bolt of Wrath"
9124,"Banish"
9125,"Hammer of Wisdom"
9128,"Sanctuary"
9137,"Strike"
9138,"Vengeful Strike"
9139,"Wrathful Strike"
9140,"Holy Strike"
9143,"Symbol of Swiftness"
9144,"Line of Warding"
9146,"Symbol of Resolution"
9147,"Binding Blade"
9149,"Wrath"
9150,"Signet of Judgment"
9151,"Signet of Wrath"
9152,"""Hold the Line!"""
9153,"""Stand Your Ground!"""
9154,"Renewed Focus"
9158,"Signet of Resolve"
9159,"Hammer Swing"
9160,"Hammer Bash"
9161,"Symbol of Protection"
9163,"Signet of Mercy"
9168,"Sword of Justice"
9175,"Bow of Truth"
9182,"Shield of the Avenger"
9187,"Purging Flames"
9189,"Spear of Light"
9190,"Zealot's Flurry"
9191,"Brilliance"
9192,"Symbol of Spears"
9193,"Wrathful Grasp"
9194,"Mighty Blow"
9195,"Ring of Warding"
9205,"Light Ball"
9206,"Weight of Justice"
9207,"Purify"
9208,"Symbol of Light"
9209,"Refraction"
9210,"Renewing Current"
9211,"Reveal the Depths"
9212,"Shackle"
9224,"Shield of Absorption"
9226,"Pull"
9227,"Sword Wave"
9234,"Purifying Blast"
9245,"Smite Condition"
9246,"Merciful Intervention"
9247,"Judge's Intervention"
9248,"Contemplation of Purity"
9250,"Virtue of Resolve"
9251,"Wall of Reflection"
9253,"Hallowed Ground"
9260,"Zealot's Embrace"
9265,"Empower"
9268,"Virtue of Courage"
10168,"Confusing Images"
10169,"Chaos Storm"
10170,"Mind Slash"
10171,"Mind Gash"
10172,"Mind Spike"
10173,"Illusionary Leap"
10174,"Phantasmal Swordsman"
10175,"Phantasmal Duelist"
10176,"Ether Feast"
10177,"Mirror"
10180,"Kick"
10181,"Peck"
10182,"Screech"
10183,"Claw"
10185,"Arcane Thievery"
10186,"Temporal Curtain"
10187,"Veil"
10189,"Phantasmal Mage"
10190,"Cry of Frustration"
10191,"Mind Wrack"
10192,"Distortion"
10196,"Mind Blast"
10197,"Portal Entre"
10199,"Portal Exeunt"
10200,"Blink"
10201,"Decoy"
10202,"Mirror Images"
10203,"Null Field"
10204,"Mantra of Distraction"
10206,"Power Lock"
10207,"Mantra of Resolve"
10209,"Power Cleanse"
10211,"Mantra of Pain"
10212,"Power Spike"
10213,"Mantra of Recovery"
10214,"Power Return"
10216,"Phantasmal Warlock"
10218,"Mind Stab"
10219,"Spatial Surge"
10220,"Illusionary Wave"
10221,"Phantasmal Berserker"
10224,"Phantasmal Rogue"
10229,"Magic Bullet"
10232,"Signet of Domination"
10234,"Signet of Midnight"
10236,"Signet of Inspiration"
10237,"Mantra of Concentration"
10238,"Power Break"
10244,"Illusion of Life"
10245,"Mass Invisibility"
10247,"Signet of Illusions"
10251,"Phantasmal Mariner"
10255,"Vortex"
10258,"Siren's Call"
10259,"Blinding Tide"
10260,"Illusion of Drowning"
10267,"Phantasmal Disenchanter"
10273,"Winds of Chaos"
10276,"Illusionary Counter"
10280,"Illusionary Riposte"
10282,"Phantasmal Warden"
10285,"The Prestige"
10287,"Diversion"
10289,"Ether Bolt"
10290,"Ether Blast"
10291,"Ether Clone"
10302,"Feedback"
10310,"Phase Retreat"
10311,"Time Warp"
10314,"Counterspell"
10315,"Stab"
10316,"Jab"
10317,"Evasive Strike"
10318,"Feigned Surge"
10325,"Slipstream"
10327,"Imminent Voyage"
10328,"Phantasmal Whaler"
10331,"Chaos Armor"
10333,"Mirror Blade"
10334,"Blurred Frenzy"
10337,"Swap"
10341,"Phantasmal Defender"
10356,"Feedback"
10358,"Counter Blade"
10363,"Into the Void"
10366,"Deception"
10372,"Bite"
10373,"Chomp"
10374,"Frenzy"
10375,"Flee"
10376,"Spit"
10377,"Time Warp"
10527,"Well of Blood"
10528,"Ghastly Claws"
10529,"Dark Pact"
10532,"Grasping Dead"
10533,"Summon Bone Fiend"
10540,"Putrid Explosion"
10541,"Summon Bone Minions"
10543,"Summon Flesh Wurm"
10544,"Blood Is Power"
10545,"Well of Corruption"
10546,"Well of Suffering"
10547,"Summon Blood Fiend"
10548,"Consume Conditions"
10549,"Plaguelands"
10550,"Lich Form"
10552,"Putrid Curse"
10554,"Life Blast"
10555,"Spinal Shivers"
10556,"Wail of Doom"
10557,"Locust Swarm"
10559,"Fetid Ground"
10560,"Life Leech"
10561,"Rending Claws"
10562,"Plague Signet"
10570,"Rigor Mortis"
10574,"Death Shroud"
10577,"Taste of Death"
10583,"Spectral Armor"
10585,"End Death Shroud"
10586,"Locked"
10588,"Doom"
10589,"Summon Shadow Fiend"
10590,"Haunt"
10594,"Life Transfer"
10596,"Necrotic Grasp"
10600,"Necrotic Traversal"
10602,"Corrupt Boon"
10604,"Dark Path"
10605,"Chillblains"
10606,"Epidemic"
10607,"Well of Darkness"
10608,"Spectral Ring"
10609,"Well of Power"
10611,"Signet of Undeath"
10612,"Signet of the Locust"
10616,"Dark Spear"
10617,"Reaper's Scythe"
10619,"Deadly Feast"
10620,"Spectral Grasp"
10622,"Signet of Spite"
10623,"Crimson Tide"
10624,"Feast"
10625,"Foul Current"
10628,"Sinking Tomb"
10629,"Frozen Abyss"
10632,"Grim Specter"
10633,"Ripple of Horror"
10634,"Deathly Claws"
10635,"Lich's Gaze"
10636,"Summon Madness"
10640,"Life Leech"
10641,"Death Curse"
10642,"Feeding Frenzy"
10643,"Gathering Plague"
10644,"Dark Water"
10645,"Wave of Fear"
10646,"Summon Flesh Golem"
10647,"Charge"
10660,"Fear"
10661,"Withering Plague"
10662,"Plague of Darkness"
10663,"Plague of Pestilence"
10670,"Well of Blood"
10671,"Well of Corruption"
10672,"Well of Darkness"
10673,"Well of Power"
10674,"Well of Suffering"
10685,"Spectral Walk"
10687,"Spectral Recall"
10689,"Corrosive Poison Cloud"
10690,"Plague Blast"
10692,"Cruel Strike"
10693,"Wicked Strike"
10694,"Wicked Spiral"
10695,"Deadly Catch"
10698,"Blood Curse"
10699,"Rending Curse"
10701,"Unholy Feast"
10702,"Necrotic Slash"
10703,"Necrotic Stab"
10704,"Necrotic Bite"
10705,"Deathly Swarm"
10706,"Enfeebling Blood"
10709,"Feast of Corruption"
10800,"Mistfire Wolf"
11164,"Rending Lunge"
12318,"Technobabble"
12319,"Radiation Field"
12320,"Pain Inverter"
12323,"Summon 7-Series Golem"
12324,"Summon D-Series Golem"
12325,"Summon Power Suit"
12334,"Confusing Speech"
12335,"Pain Transference"
12336,"Vent Radiation"
12337,"Shrapnel Mine"
12338,"Battle Roar"
12339,"Hidden Pistol"
12340,"Warband Support"
12343,"Artillery Barrage"
12344,"Charrzooka"
12345,"Fire Rocket"
12346,"Fire Rocket Barrage"
12347,"Rocket Jump"
12348,"Rocket Spray"
12349,"Heat Seeker"
12354,"Invigorating Roar"
12355,"Booby Trap"
12357,"Hidden Pistols"
12360,"Prayer to Dwayna"
12361,"Prayer to Kormir"
12362,"Prayer to Lyssa"
12363,"Hounds of Balthazar"
12367,"Reaper of Grenth"
12370,"Oakheart Swipe"
12371,"Binding Roots"
12372,"Remove Avatar of Melandru"
12373,"Avatar of Melandru"
12374,"Cleansing Leaves"
12375,"Summon Healing Spring"
12376,"Roar of the Forest"
12377,"Blessing of Dwayna"
12378,"Blessing of Kormir"
12379,"Blessing of Lyssa"
12380,"Charge"
12385,"Become the Bear"
12386,"Release the Bear"
12387,"Call Owl"
12389,"Leap"
12390,"Howl"
12391,"Become the Wolf"
12392,"Release the Wolf"
12399,"Prowl"
12401,"Become the Snow Leopard"
12402,"Release the Snow Leopard"
12403,"Become the Raven"
12404,"Release the Raven"
12406,"Wind Blast"
12407,"Rending Talons"
12408,"Shriek"
12409,"Swoop"
12410,"Swipe"
12417,"Call Wurm"
12421,"Crippling Swipe"
12422,"Rending Swipe"
12423,"Rending Slash"
12424,"Blood Frenzy"
12425,"Snarl"
12427,"Dash"
12429,"Frenzy"
12430,"Growl"
12431,"Pounce"
12432,"Swipe"
12433,"Brutal Swipe"
12434,"Heavy Swipe"
12435,"Roar"
12436,"Maul"
12438,"Eat Wurm Egg"
12439,"Eat Owl Egg"
12440,"Healing Seed"
12447,"Summon Druid Spirit"
12450,"Summon Sylvan Hound"
12453,"Grasping Vines"
12456,"Seed Turret"
12457,"Take Root"
12462,"Throw Vine"
12463,"Vine Shield"
12465,"Leafy Bandage"
12466,"Ricochet"
12468,"Poison Volley"
12469,"Barrage"
12470,"Crossfire"
12471,"Slash"
12472,"Crippling Thrust"
12473,"Precision Swipe"
12474,"Slash"
12475,"Hilt Bash"
12476,"Spike Trap"
12477,"Crippling Talon"
12478,"Stalker's Strike"
12480,"Splitblade"
12482,"Serpent's Strike"
12483,"Troll Unguent"
12485,"Thunderclap"
12486,"Throw Dirt"
12487,"Slice"
12488,"Enduring Swing"
12489,"Healing Spring"
12490,"Winter's Bite"
12491,"Signet of the Wild"
12492,"Frost Trap"
12493,"Storm Spirit"
12494,"Lightning Reflexes"
12495,"Stone Spirit"
12496,"Viper's Nest"
12497,"Frost Spirit"
12498,"Sun Spirit"
12499,"Flame Trap"
12500,"Signet of Stone"
12501,"Muddy Terrain"
12502,"Signet of Renewal"
12504,"Bonfire"
12507,"Crippling Shot"
12508,"Concussion Shot"
12509,"Rapid Fire"
12510,"Long Range Shot"
12511,"Point-Blank Shot"
12515,"Lick Wounds"
12516,"""Strength of the Pack!"""
12517,"Quick Shot"
12521,"Swoop"
12522,"Counterattack"
12523,"Counterattack Kick"
12525,"Maul"
12526,"Splinter Shot"
12527,"Mercy Shot"
12528,"Feeding Frenzy"
12529,"Coral Shot"
12530,"Ink Blast"
12533,"Viper's Nest"
12535,"Frost Trap"
12537,"Sharpening Stone"
12542,"Signet of the Hunt"
12550,"Quickening Zephyr"
12552,"Man O' War"
12553,"Stab"
12555,"Jab"
12556,"Toxic Strike"
12557,"Surging Maw"
12559,"Swirling Strike"
12561,"Counterstrike"
12566,"Throw Knife"
12569,"Spirit of Nature"
12570,"Flame Trap"
12573,"Hunter's Shot"
12580,"Entangle"
12597,"Solar Flare"
12598,"Call Lightning"
12599,"Quake"
12600,"Cold Snap"
12601,"Nature's Renewal"
12620,"Hunter's Call"
12621,"Call of the Wild"
12630,"Counter Throw"
12631,"""Protect Me!"""
12632,"""Guard!"""
12633,"""Sic 'Em!"""
12635,"Throw Torch"
12638,"Path of Scars"
12639,"Whirling Defense"
12656,"Icy Bite"
12658,"Mighty Roar"
12664,"Rending Maul"
12666,"Shake It Off"
12667,"Icy Roar"
12670,"Fire Breath"
12674,"Poison Barbs"
12675,"Poisonous Cloud"
12676,"Twin Darts"
12679,"Rending Barbs"
12680,"Rending Pounce"
12681,"Stalk"
12685,"Enfeebling Roar"
12687,"Poison Cloud"
12688,"Enfeebling Maul"
12689,"Icy Maul"
12690,"Poisonous Maul"
12691,"Purge Conditions"
12693,"Icy Pounce"
12695,"Boil"
12696,"Frost Breath"
12697,"Frost Nova"
12698,"Lightning Breath"
12699,"Electrocute"
12700,"Poison Cloud"
12701,"Insect Swarm"
12702,"Poison Cloud"
12703,"Regenerate"
12704,"Lashtail Venom"
12708,"Dazing Screech"
12709,"Dazing Screech"
12711,"Icy Screech"
12712,"Furious Screech"
12713,"Protecting Screech"
12714,"Terrifying Howl"
12715,"Intimidating Howl"
12716,"Chilling Howl"
12717,"Regenerate"
12718,"Howl of the Pack"
12721,"Chilling Slash"
12722,"Brash Slash"
12723,"Blinding Slash"
12724,"Spit"
12729,"Paralyzing Venom"
12730,"Weakening Venom"
12731,"Deadly Venom"
12732,"Forage Sword"
12744,"Stunning Rush"
12748,"Chilling Whirl"
12749,"Immobilizing Whirl"
12754,"Forage Rock"
12755,"Forage Scale"
12756,"Forage Feathers"
12757,"Feeding Frenzy"
13002,"Shadowstep"
13003,"Trail of Knives"
13004,"Double Strike"
13005,"Backstab"
13006,"Death Blossom"
13007,"Larcenous Strike"
13008,"Bola Shot"
13009,"Slice"
13010,"Shadow Strike"
13011,"Unload"
13012,"Head Shot"
13014,"Steal"
13015,"Infiltrator's Strike"
13016,"Flanking Strike"
13019,"Dancing Dagger"
13020,"Scorpion Wire"
13021,"Withdraw"
13022,"Trick Shot"
13024,"Choking Gas"
13025,"Infiltrator's Arrow"
13026,"Prepare Thousand Needles"
13027,"Hide in Shadows"
13028,"Caltrops"
13031,"Pistol Whip"
13033,"Smoke Bomb"
13035,"Roll for Initiative"
13037,"Spider Venom"
13038,"Prepare Shadow Portal"
13040,"Shadow Shot"
13041,"Cluster Bomb"
13043,"Detonate Cluster"
13044,"Blinding Powder"
13046,"Assassin's Signet"
13050,"Signet of Malice"
13055,"Skale Venom"
13056,"Prepare Seal Area"
13057,"Prepare Pitfall"
13060,"Signet of Shadows"
13062,"Signet of Agility"
13064,"Infiltrator's Signet"
13065,"Smoke Screen"
13066,"Haste"
13068,"Shadow Assault"
13069,"Flanking Dive"
13070,"Tow Line"
13072,"Piercing Shot"
13073,"Deluge"
13074,"Escape"
13075,"Crippling Shot"
13076,"Ink Shot"
13078,"Smoke Trail"
13079,"Diving Knife"
13080,"Vanish in the Deep"
13081,"Cheap Shot"
13082,"Thieves Guild"
13083,"Disabling Shot"
13084,"Vital Shot"
13085,"Dagger Storm"
13087,"Wild Strike"
13088,"Slash"
13093,"Devourer Venom"
13096,"Ice Drake Venom"
13097,"Heartseeker"
13099,"Seal Area"
13106,"Shadow Return"
13108,"Lotus Strike"
13110,"Twisting Fangs"
13111,"Repeater"
13112,"Stab"
13113,"Black Powder"
13114,"Tactical Strike"
13115,"Sneak Attack"
13116,"Crippling Strike"
13117,"Shadow Refuge"
13119,"Stab"
13120,"Jab"
13121,"Poison Tip Strike"
13122,"Nine-Tailed Strike"
13125,"Deadly Strike"
13126,"The Ripper"
13128,"Infiltrator's Return"
13129,"Surprise Shot"
13130,"Break Stance"
13132,"Basilisk Venom"
13138,"Venomous Knife"
13140,"Shadow Escape"
13334,"Flame Expulsion"
13465,"Lesser Elixir B"
13516,"Ally Ward"
13551,"Smoke Bomb"
13552,"Static Discharge"
13677,"Lesser Symbol of Resolution"
13684,"Lesser Symbol of Protection"
13688,"Lesser Shield of Absorption"
13733,"Lesser Chaos Storm"
13849,"Lesser Well of Blood"
13906,"Lesser Spinal Shivers"
13907,"Lesser Enfeeble"
13918,"Lesser Mark of Blood"
13938,"Lesser Muddy Terrain"
14136,"Lesser Caltrops"
14268,"Reckless Impact"
14350,"Return"
14353,"Eviscerate"
14354,"Throw Bolas"
14355,"Signet of Rage"
14356,"Greatsword Swing"
14358,"Hammer Swing"
14359,"Staggering Blow"
14360,"Rifle Butt"
14361,"Shield Bash"
14362,"Shield Stance"
14363,"Hamstring"
14364,"Sever Artery"
14365,"Gash"
14366,"Savage Leap"
14367,"Flurry"
14368,"Frenzy"
14369,"Chop"
14370,"Double Chop"
14371,"Triple Chop"
14372,"""Shake It Off!"""
14373,"Greatsword Slice"
14374,"Brutal Strike"
14375,"Arcing Slice"
14376,"Mace Smash"
14377,"Mace Bash"
14378,"Pulverize"
14381,"Arcing Arrow"
14384,"Hammer Bash"
14385,"Hammer Smash"
14386,"Fierce Blow"
14387,"Earthshaker"
14388,"Stomp"
14389,"Healing Signet"
14390,"Throw Rock"
14391,"Vengeance"
14392,"Endure Pain"
14393,"Charge"
14394,"Call of Valor"
14396,"Kill Shot"
14398,"Throw Axe"
14399,"Whirling Axe"
14400,"Riposte"
14401,"Mending"
14402,"""To the Limit!"""
14403,"""For Great Justice!"""
14404,"Signet of Might"
14405,"Banner of Strength"
14406,"Berserker Stance"
14407,"Banner of Discipline"
14408,"Banner of Tactics"
14409,"""Fear Me!"""
14410,"Signet of Fury"
14412,"Balanced Stance"
14413,"Dolyak Signet"
14414,"Skull Crack"
14415,"Tremor"
14416,"Volley"
14418,"Dual Strike"
14419,"Battle Standard"
14421,"Cyclone Axe"
14422,"Eviscerate"
14423,"Eviscerate"
14424,"Eviscerate"
14425,"Skull Crack"
14426,"Skull Crack"
14427,"Skull Crack"
14428,"Flurry"
14429,"Flurry"
14430,"Flurry"
14431,"Dual Shot"
14432,"Fierce Shot"
14437,"Stab"
14438,"Jab"
14439,"Impale"
14440,"Mariner's Frenzy"
14441,"Parry"
14443,"Whirling Strike"
14446,"Rush"
14447,"Whirlwind Attack"
14448,"Barbed Pull"
14463,"Punch"
14464,"Kick"
14465,"Repeating Shot"
14466,"Puncture Shot"
14467,"Knot Shot"
14469,"Forceful Shot"
14470,"Forceful Shot"
14471,"Forceful Shot"
14472,"Explosive Shell"
14473,"Kill Shot"
14474,"Kill Shot"
14475,"Kill Shot"
14479,"Signet of Stamina"
14480,"Tsunami Slash"
14481,"Split Shot"
14482,"Hammer Shock"
14483,"Rampage"
14485,"Smash"
14486,"Bash"
14487,"Uppercut"
14488,"Kick"
14489,"Dash"
14490,"Seismic Leap"
14497,"Final Thrust"
14498,"Impale"
14501,"Rip"
14502,"Kick"
14503,"Pommel Bash"
